слово,происхождение
расист,заимствованное
расистския,заимствованное
раскалить,русское
раскачать,русское
раскачаться,русское
раскачивать,русское
раскачиваться,русское
раскаяние,русское
раскаяться,русское
расклад,русское
раскладка,русское
раскодировать,русское
раскодироваться,русское
раскол,заимствованное
расколо,заимствованное
расколоть,русское
расконсервировать,русское
расконсервь,русское
раскопка,русское
раскритиковать,русское
раскрутить,русское
раскрываемость,русское
раскрыть,русское
раскрыться,русское
расовыя,заимствованное
распасться,русское
распечатать,русское
распечататься,русское
распечатка,русское
распивать,русское
расписание,русское
расписать,русское
расписаться,русское
расписка,русское
расплав,русское
распланировать,русское
расплата,русское
расплатиться,русское
расплывчатый,русское
распознать,русское
располагать,русское
расположение,русское
расположенный,русское
расположить,русское
расположиться,русское
распорка,русское
распорядитель,русское
распорядительный,русское
распорядиться,русское
распорядок,русское
распоряжаться,русское
распоряжение,русское
расправа,русское
расправить,русское
расправиться,русское
распределение,русское
распределитель,русское
распределительный,русское
распределить,русское
распределиться,русское
распродать,русское
распространенный,русское
распространитель,русское
распространительный,русское
распространить,русское
распространиться,русское
распространяться,русское
распря,русское
распустить,русское
распутный,русское
распутство,русское
распылитель,русское
распылить,русское
рассвет,русское
рассекретить,русское
расселение,русское
расселить,русское
расселиться,русское
рассеяние,русское
рассеять,русское
рассеяться,русское
расска,русское
рассказ,русское
рассказать,русское
рассказчик,русское
расслабить,русское
расслабиться,русское
расследовательския,русское
расследовать,русское
рассматривать,русское
рассмотреть,русское
рассогласование,русское
рассогласованный,русское
рассогласовать,русское
рассол,русское
рассортировать,русское
расспрос,русское
расспросить,русское
рассредоточенный,русское
рассредоточить,русское
рассредоточиться,русское
рассрочить,русское
расставить,русское
расстановка,русское
расстаться,русское
расстегнуть,русское
расстояние,русское
расстрел,русское
расстрелять,русское
расстро,русское
расстроиство,русское
расстроить,русское
рассудительный,русское
рассудить,русское
рассудок,русское
рассудочный,русское
рассуждать,русское
рассуждение,русское
рассчитать,русское
рассчитаться,русское
рассчитывать,русское
рассыпать,русское
раствор,русское
растворимый,русское
растворитель,русское
растворить,русское
раствориться,русское
растение,русское
растениевод,русское
растениеводство,русское
растереть,русское
растеря,русское
растерянный,русское
растерять,русское
растеряться,русское
расти,русское
растиражировать,русское
растительность,русское
растительный,русское
растить,русское
растлитель,русское
растлить,русское
растолковать,русское
растопить,русское
растопиться,русское
расторгнуть,русское
расторопный,русское
расточитель,русское
расточительный,русское
расточительство,русское
расточить,русское
растр,заимствованное
растрата,русское
растратить,русское
растратиться,русское
растратчик,русское
растревожить,русское
растровыя,заимствованное
раструб,русское
растяж,русское
растяжение,русское
растяжимый,русское
растяжка,русское
растянутый,русское
растянуть,русское
растянуться,русское
расфасовать,русское
расфасовочный,русское
расфокусировать,русское
расформировать,русское
расхититель,русское
расхитить,русское
расход,русское
расходовать,русское
расходоваться,русское
расцвет,русское
расцветка,русское
расценивать,русское
расценить,русское
расценка,русское
расцепить,русское
расчетливыя,русское
расчистить,русское
расчистка,русское
расчёт,русское
расчётчик,русское
расшире,русское
расширение,русское
расширительный,русское
расширить,русское
расшириться,русское
расширь,русское
расшифровать,русское
ратин,заимствованное
ратификационный,заимствованное
ратификация,заимствованное
ратифицировать,заимствованное
ратный,русское
ратовать,русское
раунд,заимствованное
рафинад,заимствованное
рафинированный,заимствованное
рафинировать,заимствованное
рафт,заимствованное
рафтереть,заимствованное
рафтинг,заимствованное
рахат,заимствованное
рахит,заимствованное
рахитическия,заимствованное
рахитичный,заимствованное
рацион,заимствованное
рационализатор,заимствованное
рационализаторския,заимствованное
рационализаторство,заимствованное
рационализация,заимствованное
рационализировать,заимствованное
рационализм,заимствованное
рационалист,заимствованное
рационалистическия,заимствованное
рационалистичный,заимствованное
рациональный,заимствованное
рационировать,русское
рация,русское
рацпредложа,русское
рачительный,русское
рашпиль,заимствованное
рваный,русское
рвать,русское
рваться,русское
рвение,русское
рвиснуть,русское
рвота,русское
рвотный,русское
рвыя,русское
ргия,заимствованное
ргнуть,русское
рд,русское
рдие,русское
рдёр,русское
ре,заимствованное
реабилитационный,заимствованное
реабилитация,заимствованное
реабилитировать,заимствованное
реабилитироваться,заимствованное
реагент,заимствованное
реагентный,заимствованное
реагирование,заимствованное
реагировать,заимствованное
реадаптация,русское
реактив,заимствованное
реактивный,заимствованное
реактор,заимствованное
реакторный,заимствованное
реакционер,заимствованное
реакционный,заимствованное
реакция,заимствованное
реализатор,русское
реализация,заимствованное
реализм,заимствованное
реализовать,заимствованное
реализоваться,русское
реалист,заимствованное
реалистическия,заимствованное
реалистичный,заимствованное
реалить,заимствованное
реалия,заимствованное
реальность,заимствованное
реальный,заимствованное
реампутация,русское
реаний,заимствованное
реаниматолог,заимствованное
реаниматологическия,заимствованное
реаниматология,заимствованное
реаниматор,заимствованное
реанимационный,заимствованное
реанимация,заимствованное
реанимировать,заимствованное
реанимобиль,русское
реборда,русское
ребристый,русское
ребро,русское
ребус,заимствованное
ребята,русское
ребёнок,русское
ревакцинация,заимствованное
ревальвация,заимствованное
реванш,заимствованное
реваншизм,заимствованное
реваншист,русское
реверанс,заимствованное
реверс,заимствованное
реверсивный,заимствованное
реверсирование,русское
реверсировать,заимствованное
реверсия,русское
реверсный,заимствованное
реверсор,заимствованное
ревизионизм,заимствованное
ревизионист,заимствованное
ревизионистския,заимствованное
ревизионный,заимствованное
ревизия,заимствованное
ревизовать,русское
ревизор,заимствованное
ревизорския,заимствованное
ревматизм,заимствованное
ревматическия,заимствованное
ревматоидный,русское
ревматолог,заимствованное
ревматологическия,заимствованное
ревматология,заимствованное
ревмокардит,русское
ревнивыя,русское
ревнитель,русское
ревновать,русское
ревностный,русское
ревность,русское
револьвер,заимствованное
револьверный,заимствованное
революцио,заимствованное
революционер,заимствованное
революционизировать,заимствованное
революционизироваться,заимствованное
революционный,заимствованное
революция,заимствованное
револя,заимствованное
ревю,заимствованное
регалия,русское
регата,заимствованное
регби,заимствованное
регбииный,заимствованное
регбист,заимствованное
регбистския,заимствованное
регбол,заимствованное
реггей,заимствованное
регенерат,заимствованное
регенеративный,заимствованное
регенератный,заимствованное
регенератор,заимствованное
регенераторный,заимствованное
регенерационный,заимствованное
регенерация,заимствованное
регенерирование,заимствованное
регенерировать,заимствованное
регенерироваться,русское
регент,заимствованное
регентския,заимствованное
регентство,заимствованное
регион,заимствованное
регионализировать,русское
регионализироваться,русское
регионализм,русское
региональный,заимствованное
регионарный,заимствованное
регистр,заимствованное
регистратор,заимствованное
регистратура,заимствованное
регистратурный,заимствованное
регистрационный,заимствованное
регистрация,заимствованное
регистрировать,заимствованное
регистрироваться,заимствованное
регистровыя,заимствованное
регламент,заимствованное
регламентация,заимствованное
регламентировать,заимствованное
регламентный,заимствованное
реглан,заимствованное
регредиент,заимствованное
регресс,заимствованное
регрессивный,заимствованное
регрессионный,заимствованное
регрессировать,заимствованное
регрессия,заимствованное
регрессный,заимствованное
регтаить,заимствованное
регулиро,заимствованное
регулировать,заимствованное
регулировочный,русское
регулировщик,русское
регуля,русское
регуляризационный,заимствованное
регуляризация,заимствованное
регуляризовать,заимствованное
регулярный,заимствованное
регулятивный,заимствованное
регулятор,заимствованное
регуляторный,заимствованное
регуляционный,заимствованное
регуляция,заимствованное
редактировать,заимствованное
редактор,заимствованное
редакторския,заимствованное
редакторство,русское
редактура,заимствованное
редакционный,заимствованное
редакция,заимствованное
редкия,русское
редкоземельный,русское
редколлегия,русское
редкость,русское
редуктор,заимствованное
редукторный,заимствованное
редукционизм,русское
редукционный,заимствованное
редукция,заимствованное
редут,русское
редуцент,заимствованное
редуцентный,заимствованное
редуцирование,заимствованное
редуцировать,заимствованное
редуцироваться,русское
реестр,заимствованное
реестровыя,заимствованное
режим,заимствованное
режиссерския,заимствованное
режиссировать,заимствованное
режиссура,заимствованное
режиссёр,заимствованное
реза,заимствованное
резак,русское
резаныи,русское
резать,русское
резекционный,заимствованное
резекция,заимствованное
резерв,заимствованное
резерват,заимствованное
резервация,заимствованное
резервировать,заимствованное
резервист,заимствованное
резервный,заимствованное
резервуар,заимствованное
резервуарный,заимствованное
резец,русское
резидент,заимствованное
резидентный,заимствованное
резидентство,русское
резидентур,заимствованное
резиденция,заимствованное
резина,заимствованное
резиновыя,заимствованное
резинотехнуть,русское
резинотка,заимствованное
резистентность,заимствованное
резистентный,заимствованное
резистивный,заимствованное
резистор,заимствованное
резка,русское
резкия,русское
резкость,русское
резол,заимствованное
резольный,заимствованное
резолютивный,заимствованное
резолюция,заимствованное
резонанс,заимствованное
резонансный,заимствованное
резонатор,заимствованное
резонаторный,заимствованное
резонировать,заимствованное
резонёр,русское
резонёрствовать,русское
резорбция,русское
результат,заимствованное
результативный,заимствованное
резус,заимствованное
резусф,русское
резьба,заимствованное
резюме,заимствованное
резюмировать,заимствованное
реивер,заимствованное
реиверския,заимствованное
реида,заимствованное
реидеровския,заимствованное
реидерския,заимствованное
реидерство,заимствованное
реидовик,заимствованное
реидовыя,заимствованное
реидёр,заимствованное
реика,русское
реимпорт,русское
реинвестировать,заимствованное
реинвестироваться,русское
реинвестиция,заимствованное
реинжиниринг,заимствованное
реинкарнация,заимствованное
реинкарнировать,русское
реинтеграционный,заимствованное
реинтеграция,заимствованное
реинфекционный,заимствованное
реинфекция,заимствованное
реис,заимствованное
реисовыя,заимствованное
реисфедёр,заимствованное
реисшина,заимствованное
реитинг,заимствованное
реитинговать,заимствованное
реитинговыя,заимствованное
реить,заимствованное
рей,заимствованное
река,русское
реквием,заимствованное
реквизировать,заимствованное
реквизит,заимствованное
реквизитор,русское
реквизиционный,заимствованное
реквизиция,заимствованное
реклама,заимствованное
рекламационный,заимствованное
рекламация,заимствованное
реклами,заимствованное
рекламировать,заимствованное
рекламист,заимствованное
рекламноиздательския,русское
рекламный,заимствованное
рекламодатель,русское
рекогносцировка,русское
рекомбинант,заимствованное
рекомбинантный,заимствованное
рекомбинационный,заимствованное
рекомбинация,заимствованное
рекомбинировать,заимствованное
рекомбинироваться,заимствованное
рекомендательный,заимствованное
рекомендация,заимствованное
рекомендовать,заимствованное
рекомендоваться,заимствованное
реконверсионный,заимствованное
реконверсия,заимствованное
реконструировать,заимствованное
реконструироваться,русское
реконструктор,заимствованное
реконструкторския,заимствованное
реконструкция,заимствованное
рекорд,заимствованное
рекордный,заимствованное
рекордсмен,заимствованное
рекордсменския,заимствованное
рекреационный,заимствованное
рекреация,заимствованное
рекрутер,заимствованное
рекрутерския,заимствованное
рекрутинг,заимствованное
рекрутинговыя,заимствованное
рекрутировать,русское
ректальный,русское
ректификат,заимствованное
ректификатный,заимствованное
ректификатор,заимствованное
ректификационный,заимствованное
ректификация,заимствованное
ректификовать,русское
ректифицировать,заимствованное
ректор,заимствованное
ректорат,заимствованное
ректорство,русское
ректоскоп,заимствованное
ректоскопия,русское
рекультивационный,заимствованное
рекультивация,заимствованное
рекультивировать,заимствованное
рекуперативный,заимствованное
рекуператор,заимствованное
рекуперационный,заимствованное
рекуперация,заимствованное
рекуперировать,заимствованное
рекуррентность,заимствованное
рекуррентный,заимствованное
рекурренция,заимствованное
рекурсивный,заимствованное
рекурсия,заимствованное
рел,русское
релаксант,заимствованное
релаксационный,заимствованное
релаксация,заимствованное
релаксировать,заимствованное
реле,заимствованное
релевантность,заимствованное
релевантный,заимствованное
релеиный,заимствованное
религиева,русское
религио,русское
религиов,русское
религиозность,заимствованное
религиозный,заимствованное
религия,заимствованное
релиз,заимствованное
реликварий,заимствованное
реликвия,заимствованное
реликт,заимствованное
реликтовыя,заимствованное
рельеф,заимствованное
рельефный,заимствованное
рельс,заимствованное
рельсовыя,заимствованное
рельсопрок,заимствованное
рельсоуклый,заимствованное
рельсошп,заимствованное
релятивизм,заимствованное
релятивист,заимствованное
релятивистския,заимствованное
релятивный,русское
реляционный,русское
ремарка,заимствованное
ремарочный,заимствованное
ремеик,заимствованное
ремень,русское
ремесленник,русское
ремесленный,русское
ремесло,русское
ремикс,заимствованное
ремиксовать,заимствованное
ремилитаризация,русское
реминисценция,русское
ремиссия,заимствованное
ремитент,русское
ремонт,заимствованное
ремонтантность,заимствованное
ремонтантный,заимствованное
ремонтировать,заимствованное
ремонтник,русское
ремонтный,заимствованное
рендеринг,заимствованное
ренегат,русское
ренегатство,русское
ренессанс,заимствованное
ренессансный,заимствованное
рениевыя,заимствованное
рений,заимствованное
реновация,русское
реновый,русское
реноме,заимствованное
рента,заимствованное
рентабельность,заимствованное
рентабельный,заимствованное
рентг,заимствованное
рентген,заимствованное
рентгеновския,заимствованное
рентгенограмма,заимствованное
рентгенографическия,заимствованное
рентгенография,заимствованное
рентгенодиагностика,заимствованное
рентгенодиагностическия,заимствованное
рентгеноконтрастный,заимствованное
рентгенолог,заимствованное
рентгенологическия,заимствованное
рентгенология,заимствованное
рентгенометр,заимствованное
рентгенометрическия,заимствованное
рентгенометрия,заимствованное
рентгеноскопить,заимствованное
рентгеноскопическия,заимствованное
рентгеноскопия,заимствованное
рентгенотерапевт,заимствованное
рентгенотерапевтическия,заимствованное
рентгенотерапия,заимствованное
рентгить,заимствованное
рентный,заимствованное
рень,русское
реобионт,заимствованное
реологическия,заимствованное
реология,заимствованное
реорганизационный,заимствованное
реорганизация,заимствованное
реорганизовать,заимствованное
реорганизоваться,русское
реостат,заимствованное
реостатный,заимствованное
реофил,заимствованное
репарационный,заимствованное
репарация,заимствованное
репатриант,заимствованное
репатриация,заимствованное
репатриировать,заимствованное
репатриироваться,заимствованное
репеллент,заимствованное
репеллентный,заимствованное
репер,заимствованное
репертуар,заимствованное
репертуарный,заимствованное
репетировать,заимствованное
репетитор,заимствованное
репетиторския,заимствованное
репетиторство,русское
репетиторствовать,русское
репетиционный,заимствованное
репетиция,заимствованное
репетовать,русское
реплантационный,заимствованное
реплантация,заимствованное
реплика,заимствованное
репликативный,заимствованное
репликатор,заимствованное
репликация,заимствованное
реплицированный,заимствованное
репозиция,заимствованное
репорт,заимствованное
репортаж,заимствованное
репортажный,заимствованное
репортёр,заимствованное
репост,заимствованное
репрезент,русское
репрезентант,русское
репрезентативный,заимствованное
репрезентационный,заимствованное
репрезентация,заимствованное
репрезенти,русское
репрезентировать,заимствованное
репрезентироваться,русское
репрессалия,русское
репрессивный,заимствованное
репрессированный,заимствованное
репрессировать,заимствованное
репрессия,заимствованное
реприватизация,заимствованное
реприза,заимствованное
репризный,заимствованное
репринт,русское
репрографическия,русское
репрография,русское
репродуктивный,заимствованное
репродуктор,русское
репродукционный,заимствованное
репродукция,заимствованное
репродуцировать,русское
репс,заимствованное
репсовыя,заимствованное
рептилия,заимствованное
републикация,русское
репутационный,заимствованное
репутация,заимствованное
рераитереть,заимствованное
рераитерския,заимствованное
рераитинг,заимствованное
рераитинговыя,заимствованное
рес,заимствованное
ресаиклинга,заимствованное
реселлера,заимствованное
реселлерския,заимствованное
ресивер,заимствованное
рескрипт,русское
респектабельный,заимствованное
респиратор,заимствованное
респираторный,заимствованное
респондент,заимствованное
респондентския,заимствованное
республика,заимствованное
республиканец,заимствованное
республиканския,заимствованное
рессора,заимствованное
рессорный,заимствованное
реставратор,заимствованное
реставраторския,заимствованное
реставрационный,заимствованное
реставрация,заимствованное
реставрировать,заимствованное
реституция,заимствованное
ресторан,заимствованное
ресторанный,заимствованное
ресторатор,заимствованное
рестрикция,русское
реструктуризация,заимствованное
реструктуризировать,русское
реструктуризовать,русское
реструктурировать,заимствованное
ресурс,заимствованное
ресурсный,заимствованное
ресурсодобыв,русское
ресурсоемкия,русское
рет,русское
ретард,заимствованное
ретардант,русское
ретардация,заимствованное
ретардированный,заимствованное
ретардировать,заимствованное
ретардный,заимствованное
ретикулярный,заимствованное
ретина,заимствованное
ретинит,заимствованное
ретинол,русское
ретинопатия,заимствованное
реторсия,русское
реторта,заимствованное
ретрактор,заимствованное
ретранслировать,заимствованное
ретранслятор,заимствованное
ретрансляционный,заимствованное
ретрансляция,заимствованное
ретро,заимствованное
ретровирус,заимствованное
ретровирусный,заимствованное
ретроград,заимствованное
ретроградный,заимствованное
ретроградство,русское
ретроспектива,заимствованное
ретроспективный,заимствованное
ретроспекция,заимствованное
ретуширование,заимствованное
ретушировать,заимствованное
ретушь,заимствованное
ретушёр,заимствованное
рефакция,русское
реферат,заимствованное
реферативный,заимствованное
рефератный,заимствованное
референдум,заимствованное
референдумный,заимствованное
референт,заимствованное
референтность,заимствованное
референтный,заимствованное
референтура,русское
референция,заимствованное
рефери,заимствованное
реферировать,заимствованное
рефинансирование,заимствованное
рефинансировать,заимствованное
рефл,заимствованное
рефле,заимствованное
рефлекс,заимствованное
рефлекси,русское
рефлексивность,заимствованное
рефлексивный,заимствованное
рефлексировать,заимствованное
рефлексия,заимствованное
рефлексный,заимствованное
рефлексологическия,заимствованное
рефлексология,заимствованное
рефлексотерапевтическия,заимствованное
рефлексотерапия,заимствованное
рефлективность,заимствованное
рефлективный,заимствованное
рефлектировать,заимствованное
рефлектор,заимствованное
рефлекторный,заимствованное
рефлюкс,заимствованное
рефлюксный,заимствованное
реформа,заимствованное
реформат,русское
реформатор,заимствованное
реформаторския,заимствованное
реформаторство,русское
реформация,заимствованное
реформизм,русское
реформировать,заимствованное
реформироваться,русское
реформист,русское
рефрактерность,заимствованное
рефрактерный,заимствованное
рефрактометр,заимствованное
рефрактометрическия,заимствованное
рефрактометрия,заимствованное
рефрактор,заимствованное
рефракторный,заимствованное
рефракционный,заимствованное
рефракция,заимствованное
рефрен,заимствованное
рефренный,заимствованное
рефрижератор,заимствованное
рефрижераторный,заимствованное
рецензент,заимствованное
рецензировать,заимствованное
рецензия,заимствованное
рецепт,заимствованное
рецептор,заимствованное
рецепторный,заимствованное
рецептура,заимствованное
рецептурный,заимствованное
рецепция,заимствованное
рецессивность,заимствованное
рецессивный,заимствованное
рецессия,заимствованное
рецидив,заимствованное
рецидивист,заимствованное
рециклизация,заимствованное
рециклирование,русское
реципиент,заимствованное
реципиентный,заимствованное
рецитал,заимствованное
речение,русское
речитатив,заимствованное
речитативный,заимствованное
речка,русское
речно,русское
речной,русское
речь,заимствованное
решение,русское
решенный,русское
решетить,русское
решето,заимствованное
решетчатый,русское
решимость,русское
решительный,русское
решить,русское
решиться,русское
решётка,русское
реэ,заимствованное
реэвакуация,русское
реэкспозиция,русское
реэкспорт,русское
реэкспортировать,заимствованное
реэмигрант,русское
ржавчина,русское
рженный,русское
рза,русское
рибоза,заимствованное
рибонуклеаза,заимствованное
рибонуклеиновыя,заимствованное
рибонуклеотид,заимствованное
рибонуклеотидный,заимствованное
рибосома,заимствованное
рибосомный,заимствованное
рибофлавин,заимствованное
рибофлавиновыя,заимствованное
ригель,заимствованное
ригидность,заимствованное
ригидный,заимствованное
ригоризм,русское
ригористическия,русское
ригористичный,русское
рие,русское
ризалит,заимствованное
ризоид,заимствованное
ризоидный,заимствованное
ризоморф,заимствованное
ризоморфный,заимствованное
ризосфера,заимствованное
ризосферный,заимствованное
ризотто,заимствованное
ризоценоз,заимствованное
рии,заимствованное
рик,русское
рикошет,заимствованное
рикошетировать,заимствованное
рикошетный,заимствованное
рикша,заимствованное
ринг,заимствованное
ринговыя,заимствованное
рингтон,заимствованное
ринит,заимствованное
ринопластика,заимствованное
ринопластическия,заимствованное
риноскоп,заимствованное
риноскопия,заимствованное
рис,русское
риск,заимствованное
рискованный,заимствованное
рисковать,заимствованное
рисовальный,русское
рисовальщик,русское
рисовать,русское
рисоваться,русское
рисовка,русское
ристретто,заимствованное
ристый,русское
рисунок,русское
ритеилера,заимствованное
ритеилерския,заимствованное
ритеить,заимствованное
ритм,заимствованное
ритмика,заимствованное
ритмическия,заимствованное
ритмичность,заимствованное
ритмичный,заимствованное
ритмопластика,русское
риторика,русское
риторическия,русское
